"SKU","Balance","InOrder"

"15448","21","7"

"15469","52","5"

"15508","7","0"

"15523","10","0"

"15527","15","1"

"15542","2","1"

"15545","1","0"

"15548","1","0"

"15550","3","0"

"15560","11","1"

"15571","2","0"

"15585","33","15"

"15586","20","1"

"15592","21","2"

"15595","12","0"

"15634","11","1"

"15636","13","5"
"15654","2","0"

"15663","1","0"

"15664","9","4"

"15665","17","16"

"15703","25","11"

"15705","7","0"

"15706","13","0"

"15707","15","10"

"15712","3","2"

"15713","16","5"

"15714","8","2"

"15717","23","0"

"15721","2","0"

"15722","18","14"

"15730","14","0"

"15734","13","1"

"15752","7","0"

"89998","2","0"

"90002","10","1"

"90010","14","2"

"90011","10","0"

"90012","21","1"

"90013","24","2"

"90014","19","1"

"90017","883","107"

"90019","6","2"

"90020","526","49"

"90021","23","0"

"90037","15","2"

"9005","11","11"

"90050","41","13"

"90059","17","0"

"90060","17","0"

"90061","7","0"

"90062","6","0"

"90063","46","0"

"90064","51","0"

"90065","53","0"

"90066","66","2"

"90067","9","1"

"90068","13","0"

"9007","25","0"

"90070","10","0"

"90071","16","0"

"90075","509","29"

"90076","290","67"

"90080","81","9"

"9009","45","4"

"9010","10","0"

"90101","55","0"

"90102","50","1"

"90103","16","1"

"90104","5","1"

"90105","14","0"

"9011","65","57"
"90112","123","17"

"90114","25","4"

"90116","664","29"

"90118","51","7"

"9013","3","0"

"9014","8","1"

"90150","5","0"

"90151","7","0"

"90152","4","0"

"90153","7","0"

"90154","14","0"

"9016","3","0"

"9017","18","9"

"90204","4","0"

"90208","17","0"

"90209","2","0"

"90216","19","2"

"90217","3","1"

"90219","31","2"

"90220","60","11"

"90230","2","0"

"90232","1","0"

"90234","10","0"

"90241","7","0"

"90249","1","0"

"90252","1","0"

"90266","11","14"

"90272","11","0"

"90273","12","0"

"90300","9","0"

"90314","9","2"

"90351","17","17"

"90352","24","12"

"90353","6","6"

"90463","5","0"

"90464","17","0"

"90465","1","0"

"90466","39","0"

"90468","4","0"

"90475","19","0"

"90476","8","0"

"9048","5","1"

"90489","5","2"

"9049","3","5"

"90492","3","0"

"9053","5","0"

"90551","39","4"

"90557","1","0"

"90602","10","0"

"90616","8","0"

"90618","2","0"

"90619","6","0"

"90621","14","6"

"90622","4","0"

"90623","8","2"
"90626","5","0"

"90646","2","0"

"90648","2","0"

"90652","16","0"

"90653","17","0"

"90701","21","1"

"90850","13","0"

"90853","11","0"

"90854","10","0"

"90855","7","0"

"90860","14","3"

"90912","3","0"

"90916","2","0"

"90917","4","0"

"90920","2","0"

"90921","2","0"

"90923","2","0"

"90925","3","0"

"85565","8","0"

"85569","3","0"

"85570","1","0"

"85571","15","2"

"85575","2","0"

"85581","3","0"

"85582","3","1"

"85583","3","2"

"85584","4","1"

"85590","60","3"

"856","1","1"

"85600","38","6"

"85601","12","15"

"85604","62","1"

"85615","21","2"

"9113","18","8"

"85636","10","1"

"85637","12","0"

"85638","5","0"

"85642","1","0"

"85652","458","12"

"85658","98","4"

"85663","87","2"

"85664","29","1"

"85666","281","18"

"85670","110","14"

"9120","16","0"

"8568","3","0"

"85680","48","0"

"85681","3","0"

"85709","6","6"

"85710","615","0"

"85711","296","24"

"91250","1","0"

"91258","8","0"

"91259","9","1"

"85728","43","3"
"91260","31","5"

"91262","3","0"

"9127","2","0"

"9128","11","0"

"91350","91","19"

"91352","43","28"

"91353","5","1"

"85751","109","18"

"91500","13","0"

"85757","61","15"

"91510","6","0"

"85765","14","0"

"91511","22","0"

"85766","13","0"

"85769","10","0"

"91516","2","0"

"91526","5","1"

"91527","2","1"

"91528","1","1"

"91530","7","0"

"91531","3","0"

"85803","1","0"

"91532","3","0"

"91533","34","2"

"85810","1","0"

"85811","4","2"

"91547","2","0"

"85820","6","0"

"85821","2","1"

"85824","13","0"

"91552","697","1"

"85826","22","0"

"85827","3","0"

"9156","8","2"

"85832","3","0"

"9159","3","0"

"85833","7","0"

"85836","3","0"

"85837","7","0"

"91650","1","0"

"91653","211","2"

"91654","25","10"

"91655","84","5"

"91656","255","1"

"91657","68","17"

"91700","49","2"

"85900","7","0"

"9174","3","0"

"91800","6","3"

"85923","13","0"

"91900","2","0"

"91904","3","0"

"91905","4","0"

"91910","31","11"

"91911","57","35"
"91914","40","10"

"91915","27","5"

"91925","28","0"

"91929","4","0"

"85953","2","0"

"91932","10","0"

"91933","1","0"

"91934","1","3"

"91938","1","2"

"91939","5","0"

"85963","11","0"

"85964","1","0"

"91941","2","0"

"85969","11","0"

"91947","16","6"

"92004","18","0"

"92005","23","0"

"92006","2","0"

"85987","31","7"

"92007","6","0"

"9201","3","0"

"92010","12","0"

"92017","4","2"

"92018","17","5"

"92019","26","3"

"92020","6","1"

"92021","7","3"

"92022","13","1"

"92030","2","0"

"92032","1","0"

"86109","8","1"

"86110","49","0"

"86111","1","0"

"86112","5","0"

"86113","3","0"

"86122","14","0"

"86124","41","2"

"86125","3","0"

"86127","24","2"

"86128","31","3"

"9216","2","0"

"86355","5","0"

"92253","57","4"

"92266","1","0"

"92268","5","0"

"86416","35","0"

"86417","6","4"

"86510","22","1"

"86518","102","17"

"92299","18","0"

"92300","29","0"

"92310","14","0"

"86536","14","3"

"86537","17","0"

"86538","17","0"
"86539","2","0"

"86540","23","1"

"86541","60","2"

"86542","11","1"

"86543","5","0"

"86552","82","46"

"92369","3","0"

"92370","12","0"

"92371","3","0"

"92372","51","6"

"92373","25","2"

"867","3","0"

"8673","21","0"

"8674","5","0"

"8675","4","0"

"86750","71","0"

"86753","5","0"

"92403","1","0"

"86781","11","9"

"86785","12","0"

"86811","2","0"

"86812","2","1"

"86813","2","0"

"86814","3","1"

"86815","1","0"

"8683","7","0"

"86833","6","4"

"86835","3","0"

"86836","9","2"

"86839","32","1"

"86844","4","0"

"87053","85","27"

"87105","41","26"

"87132","256","10"

"87133","108","2"

"87137","6","0"

"87138","5","0"

"87145","3","0"

"87147","3","0"

"87149","11","0"

"87160","23","0"

"87161","31","1"

"87162","15","2"

"87184","3","0"

"87190","4","0"

"87198","20","3"

"87199","3","0"

"87204","22","16"

"87300","2","1"

"87301","1","2"

"87302","24","2"

"87303","4","0"

"87401","43","9"

"87415","58","10"

"87425","4","0"
"87426","4","1"

"87427","3","1"

"87430","18","1"

"87435","3","0"

"87436","2","0"

"8744","2","0"

"87440","4","0"

"87453","59","36"

"87456","35","14"

"87457","10","6"

"8746","2","0"

"87460","26","0"

"87461","4","0"

"87503","11","0"

"87505","163","11"

"87508","17","0"

"87509","9","0"

"87514","7","1"

"87559","3","0"

"87565","27","15"

"87605","108","33"

"87609","446","16"

"87676","16","0"

"87681","11","0"

"87682","67","2"

"87684","24","5"

"87689","4","1"

"87700","4","0"

"87724","4","6"

"87725","65","13"

"12234","19","2"

"12251","2","0"

"12262","14","3"

"12263","2","0"

"12269","1","0"

"12274","7","0"

"12275","4","2"

"12280","1","0"

"12281","3","0"

"12291","1","2"

"12293","4","1"

"12294","3","0"

"123","2","0"

"12301","3","1"

"12329","6","0"

"12332","2","0"

"12336","4","3"

"12337","15","0"

"12338","6","0"

"12351","182","46"

"12355","29","13"

"12414","4","6"

"1242","1","1"

"12421","157","34"

"12426","34","12"
"12430","13","15"

"12431","23","3"

"12450","3","0"

"12451","3","0"

"12460","16","0"

"12465","6","3"

"12466","13","4"

"12469","3","0"

"12470","16","0"

"12471","6","0"

"12479","5","1"

"12480","2","0"

"12481","1","0"

"12484","31","1"

"12486","64","11"

"12491","16","5"

"12494","7","0"

"12516","21","5"

"12517","2","2"

"1252","5","0"

"12522","9","1"

"12526","25","3"

"12536","44","18"

"12541","8","4"

"12551","6","2"

"12552","8","2"

"12554","3","1"

"12555","7","2"

"12557","19","3"

"1256","5","0"

"12560","10","3"

"12565","63","11"

"12566","862","248"

"12575","12","11"

"12578","2","0"

"1258","6","0"

"12581","194","28"

"12585","23","10"

"12586","7","2"

"12588","4","0"

"12589","3","0"

"12597","15","4"

"12617","6","1"

"12620","5","1"

"12629","30","6"

"12630","17","0"

"12631","10","2"

"12635","3","0"

"12636","2","0"

"12641","31","9"

"12653","1","0"

"12654","4","1"

"12657","3","0"

"12659","5","2"

"12661","7","1"
"12683","3","0"

"12684","6","0"

"12685","1","0"

"12688","2","0"

"12689","9","0"

"127","14","0"

"12718","33","1"

"12719","16","4"

"1272","15","0"

"12721","18","0"

"12724","35","4"

"12727","17","0"

"1275","21","0"

"12750","4","1"

"12757","1","0"

"12760","2","0"

"12764","1","0"

"1277","6","0"

"12779","23","8"

"12780","15","10"

"12781","31","8"

"12782","4","0"

"12784","2","0"

"1279","10","0"

"12793","3","2"

"12795","14","6"

"12798","3","1"

"12799","2","0"

"1280","13","3"

"12820","15","1"

"12827","1","0"

"1000087","120","5"

"12860","3","0"

"12861","4","0"

"1000092","2","0"

"1000093","1","0"

"1000094","2","0"

"1000095","16","1"

"12870","2","0"

"1000100","16","3"

"1000103","6","0"

"12886","5","1"

"1000104","116","20"

"12887","11","0"

"12889","16","10"

"1000108","29","1"

"1000109","88","0"

"12891","5","0"

"12892","5","0"

"12896","9","0"

"129","10","0"

"12911","14","0"

"12912","55","3"

"12913","27","0"

"1000131","4","0"
"1000132","2","0"

"12920","7","2"

"1000135","8","0"

"12921","5","3"

"1000136","5","0"

"1000139","3","0"

"12930","27","7"

"12932","22","4"

"1000146","6","0"

"1000147","1","0"

"12940","20","0"

"12941","30","4"

"1000151","6","0"

"12942","14","2"

"1000154","1","0"

"12948","4","2"

"12949","13","5"

"12950","6","0"

"1000159","3","0"

"12951","4","3"

"1000161","1","1"

"12983","12","0"

"12987","35","5"

"12988","10","0"

"1000182","85","0"

"12990","7","0"

"1000183","32","2"

"1000185","15","1"

"1000186","20","1"

"13008","2","1"

"13021","6","0"

"13022","15","4"

"1000213","1","0"

"13037","12","2"

"1000237","85","2"

"1000238","27","2"

"1000239","37","5"

"13065","7","3"

"13072","202","22"

"13075","4","0"

"13076","65","10"

"13077","59","2"

"13081","46","32"

"13082","12","2"

"1000256","5","1"

"1000257","1","1"

"13086","4","1"

"13087","3","2"

"1000259","2","0"

"1000262","7","0"

"13103","9","1"

"1000264","7","0"

"13107","236","43"

"1311","1","0"

"13111","9","0"
"13114","3","1"

"13117","1","0"

"13118","7","0"

"13119","25","4"

"13123","5","0"

"1000278","10","0"

"13127","2","0"

"13129","6","1"

"1000284","15","0"

"13135","3","0"

"13136","9","1"

"1000291","14","1"

"13138","394","76"

"1000292","25","2"

"13142","8","0"

"1000293","24","0"

"13143","1","0"

"1000294","15","0"

"1000297","7","0"

"1000299","7","1"

"13153","3","0"

"13162","5","0"

"13163","30","6"

"13166","6","0"

"13174","3","0"

"1000324","22","0"

"13180","3","0"

"13181","52","6"

"1000341","1","0"

"1000343","25","0"

"13201","10","2"

"13204","27","8"

"13207","23","4"

"13209","1","5"

"13211","10","0"

"13212","6","0"

"1000362","4","0"

"13226","7","1"

"13228","2","0"

"13229","4","0"

"13230","2","0"

"1000373","1","0"

"1000374","24","3"

"1000375","1","2"

"1000376","1","0"

"1000378","28","1"

"13245","1","0"

"1000382","24","0"

"13249","6","2"

"13254","5","0"

"1000390","34","0"

"13255","11","1"

"1000391","46","0"

"1000393","5","1"

"13270","43","9"
"13274","196","100"

"13275","7","0"

"1000398","16","1"

"13277","69","26"

"1000400","16","2"

"1000401","6","0"

"1000402","4","3"

"1000403","14","1"

"1000406","34","0"

"1000407","47","0"

"13289","10","0"

"1000410","6","0"

"13291","144","40"

"13292","312","70"

"13293","663","100"

"1000416","71","5"

"1000417","98","0"

"1000418","151","3"

"1000419","96","1"

"1330","1","0"

"1000428","5","3"

"13315","8","0"

"13316","2","0"

"13318","3","0"

"13322","4","1"

"13346","15","1"

"1000457","46","3"

"13347","21","1"

"1335","3","0"

"1336","2","0"

"13364","8","5"

"13366","34","5"

"13372","30","9"

"13375","18","11"

"13378","14","2"

"13381","16","1"

"13387","2","0"

"1000481","18","0"

"13390","1","0"

"1000484","31","1"

"13393","4","0"

"13394","11","1"

"13395","7","0"

"13396","7","0"

"13414","1","0"

"13421","3","0"

"1000503","19","0"

"1000504","14","0"

"1000506","33","8"

"1000507","28","1"

"13443","6","1"

"13456","4","0"

"13467","11","0"

"1348","2","0"

"13480","14","0"
"13482","18","0"

"13494","2","0"

"13495","3","0"

"13496","5","0"

"13504","12","2"

"13525","5","0"

"1000553","27","2"

"13536","5","3"

"13539","16","3"

"13540","144","43"

"13542","6","2"

"13545","6","0"

"1000563","37","0"

"1000564","60","5"

"13551","25","0"

"1000570","48","22"

"13560","3","0"

"1000574","32","2"

"1000575","17","7"

"1000577","13","2"

"1000579","10","2"

"1000580","23","2"

"13581","14","3"

"13582","3","0"

"13584","8","0"

"13591","4","0"

"13592","9","1"

"13593","7","1"

"13594","8","0"

"13595","5","0"

"13600","14","0"

"13601","37","9"

"13605","3","2"

"13633","3","0"

"13640","1","17"

"13642","19","2"

"13654","14","0"

"13655","1","0"

"13657","46","4"

"13672","1","0"

"13673","5","2"

"13675","4","0"

"13676","3","0"

"13685","22","0"

"13688","1","2"

"13689","14","0"

"13716","12","1"

"100083","3","0"

"100084","68","34"

"100087","19","3"

"100088","41","7"

"100089","5","0"

"10011","2","1"

"10012","6","1"

"10013","15","4"
"10018","11","0"

"10019","5","1"

"10031","7","1"

"10032","50","17"

"10033","7","2"

"10034","4","0"

"10070","8","0"

"10071","12","0"

"10072","9","0"

"10073","5","0"

"10110","5","0"

"10146","4","0"

"10156","22","6"

"10181","10","2"

"10183","11","1"

"10184","4","1"

"10185","3","0"

"10191","17","0"

"10193","16","0"

"10194","11","0"

"10195","50","18"

"10240","12","3"

"10241","1","0"

"10243","8","0"

"10245","2","0"

"10248","1","0"

"1026","28","2"

"1027","25","0"

"10278","24","1"

"1028","11","1"

"103","17","0"

"10330","10","4"

"10332","3","0"

"10336","7","0"

"10337","8","0"

"10345","13","0"

"10346","34","2"

"10349","38","11"

"10351","11","4"

"10352","18","6"

"10369","7","2"

"10370","19","9"

"10375","6","1"

"10377","14","4"

"10380","59","6"

"10382","30","3"

"10390","14","8"

"10391","12","0"

"10394","13","0"

"10403","20","1"

"10410","3","0"

"1042","6","0"

"10454","18","5"

"10478","6","0"

"10480","2","0"
"10483","2","0"

"10485","4","0"

"10489","1","0"

"1049","7","0"

"10521","6","1"

"10524","15","5"

"10527","22","10"

"10528","23","4"

"10530","8","0"

"10532","6","0"

"10533","3","0"

"10537","7","1"

"10554","1","0"

"10561","20","12"

"10571","28","0"

"10578","262","202"

"23419","2","0"

"23420","20","0"

"23421","6","0"

"23425","30","15"

"23427","43","16"

"23435","1","0"

"23436","9","5"

"23456","5","1"

"23468","2","0"

"23469","4","0"

"23473","1","0"

"23479","10","1"

"23481","24","3"

"23484","4","0"

"23486","13","1"

"23487","12","0"

"23510","5","3"

"23517","12","3"

"23523","4","0"

"23524","12","0"

"23525","1","0"

"23526","15","0"

"23527","15","0"

"23552","19","2"

"23556","13","1"

"23558","4","0"

"23559","2","0"

"23561","29","9"

"23563","1","0"

"23591","18","4"

"23593","34","4"

"23595","10","0"

"23597","13","2"

"23602","33","1"

"23623","2","0"

"23625","2","0"

"23640","18","0"

"23642","9","0"

"23645","4","2"
"23646","13","1"

"23648","16","3"

"23649","14","1"

"23669","11","3"

"23671","3","0"

"23675","28","6"

"23678","9","2"

"23685","15","1"

"23696","9","4"

"23719","21","1"

"23723","8","0"

"23726","2","0"

"23729","3","0"

"23730","186","47"

"23734","36","3"

"23735","35","9"

"23746","4","1"

"23777","9","1"

"23778","17","4"

"23794","2","0"

"23795","1","0"

"23796","13","1"

"23829","20","4"

"23838","5","0"

"23840","26","0"

"23843","19","0"

"23860","7","0"

"23885","4","0"

"23887","10","3"

"23889","20","1"

"23890","4","1"

"23891","10","0"

"23897","2","0"

"23917","3","0"

"23919","3","0"

"23920","7","1"

"23922","3","0"

"23929","3","0"

"23930","4","0"

"23936","10","1"

"23937","4","0"

"23938","6","1"

"23958","7","4"

"23961","18","3"

"23963","6","0"

"23967","6","1"

"23969","59","15"

"23971","23","4"

"23976","16","6"

"23982","2","1"

"43070","254","10"

"23985","1","0"

"23988","3","0"

"23990","2","0"

"23991","2","0"
"23993","6","0"

"43088","41","3"

"43089","31","0"

"24000","4","0"

"4309","3","0"

"24001","8","0"

"24002","19","0"

"4310","13","1"

"43104","3","1"

"24013","29","12"

"43111","5","1"

"24015","13","4"

"43114","7","0"

"43115","5","2"

"43116","5","0"

"24022","10","2"

"24023","3","0"

"43126","352","35"

"43133","7","0"

"43135","4","0"

"43136","2","0"

"43137","1","0"

"24044","134","15"

"43138","2","0"

"24050","4","0"

"43148","3","0"

"24070","3","1"

"24072","3","0"

"24076","14","0"

"43167","28","3"

"24099","2","1"

"24100","4","1"

"24101","4","1"

"24102","48","3"

"24103","10","4"

"43187","27","2"

"24107","25","8"

"24108","36","12"

"24111","4","0"

"432","216","0"

"43222","12","4"

"43223","28","1"

"43228","30","0"

"24147","17","2"

"43233","23","8"

"43234","9","1"

"2415","1","0"

"24150","7","4"

"43244","26","11"

"24154","10","1"

"24166","13","0"

"43264","2","0"

"43267","6","0"

"24197","3","0"

"43270","4","0"
"24198","84","15"

"43271","2","0"

"43272","5","0"

"24200","1","1"

"43273","2","2"

"24202","25","16"

"43274","3","0"

"24208","18","8"

"43282","3","1"

"24218","4","1"

"24219","1","0"

"24220","7","0"

"24222","22","26"

"24223","21","9"

"24229","61","15"

"433","37","3"

"24243","5","3"

"24244","10","3"

"43306","79","42"

"43314","15","1"

"24260","23","5"

"24261","5","1"

"24262","2","0"

"24264","134","40"

"43366","25","7"

"43367","18","18"

"24268","12","3"

"24269","8","7"

"24270","54","19"

"43376","14","1"

"2428","3","0"

"43416","6","0"

"43417","4","0"

"24293","26","11"

"24294","17","5"

"2430","12","0"

"43437","6","1"

"2431","21","0"

"43441","3","0"

"24313","11","0"

"43443","4","1"

"24323","4","0"

"24324","10","5"

"24325","6","0"

"24326","13","4"

"24332","36","2"

"24348","6","0"

"24361","3","0"

"43484","4","0"

"43485","6","2"

"24376","34","13"

"24377","11","0"

"24378","96","2"

"24381","13","0"

"24383","32","3"
"24387","15","4"

"435","5","0"

"43505","2","0"

"43506","1","0"

"24408","2","0"

"43509","5","1"

"24411","7","0"

"24413","2","0"

"43512","5","0"

"43515","6","0"

"43522","2","1"

"43523","11","3"

"43529","1","0"

"43533","1","0"

"43537","1","0"

"43550","56","8"

"2446","5","0"

"43557","2","0"

"43558","3","0"

"24478","4","0"

"2448","4","0"

"43563","156","34"

"4358","16","0"

"436","11","10"

"2450","19","2"

"2451","8","0"

"24514","320","97"

"24516","7","0"

"2452","11","0"

"24520","6","0"

"24527","16","1"

"24528","14","4"

"2453","25","0"

"2454","22","0"

"2455","5","0"

"2456","14","2"

"24560","3","0"

"24561","12","0"

"437","7","1"

"24563","21","0"

"24564","17","2"

"43703","7","0"

"43708","3","0"

"24582","5","0"

"43720","5","0"

"24586","24","4"

"43731","5","0"

"24606","9","4"

"24607","3","0"

"43740","2","0"

"24613","27","2"

"24621","3","1"

"24622","4","0"

"24628","29","0"

"43851","4","0"
"24629","24","0"

"24640","19","0"

"4387","5","0"

"24653","1","0"

"24655","1","1"

"4388","2","0"

"43886","1","0"

"43888","4","0"

"24681","2","0"

"24690","78","23"

"43912","4","2"

"43913","2","0"

"2503","4","3"

"43914","2","0"

"43915","4","0"

"2504","16","4"

"2520","1","0"

"4394","1","0"

"44008","3530","515"

"44009","27","4"

"44013","104","20"

"2625","36","1"

"44109","6","1"

"2626","4","4"

"2628","3","0"

"44112","88","1"

"44117","7","0"

"2631","3","0"

"44121","6","0"

"264","1","0"

"2641","7","0"

"2643","4","0"

"2644","6","0"

"2645","4","0"

"265","3","0"

"2650","5","0"

"267","4","0"

"44172","12","0"

"44177","1","0"

"269","5","0"

"44186","2","0"

"44187","6","0"

"44188","5","0"

"2718","11","0"

"44189","30","5"

"44192","1","0"

"44193","2","1"

"442","1","0"

"44209","2","0"

"27510","19","8"

"27520","15","19"

"27524","58","13"

"44235","13","0"

"27525","650","156"

"44236","10","3"
"44237","5","0"

"44238","3","0"

"44239","3","0"

"27583","1102","30"

"44240","6","2"

"44241","1","3"

"44243","30","13"

"44244","4","0"

"44245","9","2"

"27668","15","6"

"44246","3","0"

"44247","27","5"

"44248","5","1"

"44249","4","0"

"27696","60","2"

"27704","95","2"

"27705","125","1"

"44267","151","1"

"27720","116","0"

"4431","4","0"

"27741","9","1"

"44311","22","3"

"27750","12","4"

"4435","3","0"

"27751","6","0"

"4437","5","0"

"27765","80","3"

"444","2","0"

"27769","29","0"

"27777","3","2"

"44450","29","4"

"2778","3","0"

"44452","8","0"

"27780","11","5"

"27781","10","2"

"44454","8","1"

"44455","2","0"

"27785","11","3"

"27786","6","1"

"27793","111","3"

"27794","42","4"

"27795","31","2"

"27799","150","4"

"2780","4","0"

"27801","43","9"

"44489","39","8"

"27806","28","10"

"27807","1922","135"

"44495","21","14"

"27810","12","7"

"27811","4","1"

"27816","22","29"

"27818","24","2"

"44503","1","0"

"27824","44","4"
"44512","16","0"

"44513","20","1"

"27849","23","13"

"27850","100","26"

"27851","131","22"

"27852","43","15"

"27853","955","84"

"27856","249","25"

"27861","1652","80"

"27871","43","0"

"4457","5","0"

"4459","3","0"

"4460","2","0"

"44600","1","0"

"44603","5","0"

"44606","59","7"

"44609","4","0"

"4462","3","0"

"44623","49","18"

"44627","2","0"

"44630","12","3"

"44632","2","0"

"44633","1","0"

"4465","5","0"

"44706","13","3"

"44711","202","5"

"44713","33","7"

"44716","21","2"

"44729","159","2"

"44734","72","30"

"44737","34","28"

"44775","2","0"

"44776","4","0"

"44810","5","0"

"4489","3","0"

"4491","1","0"

"4492","5","0"

"4493","6","0"

"44962","29","0"

"44973","15","0"

"4500","1","0"

"45050","61","23"

"45052","1","1"

"45053","66","9"

"45056","5","2"

"45057","9","3"

"45059","35","5"

"45062","10","3"

"45065","24","2"

"45067","51","3"

"45069","1","2"

"45072","4","0"

"45073","6","2"

"45074","3","0"

"45075","29","5"
"45076","2","0"

"45108","66","15"

"45109","10","2"

"4511","2","0"

"45250","135","25"

"45251","52","33"

"45253","7","3"

"45258","2","0"

"45350","11","1"

"45351","1","0"

"45352","172","2"

"45353","3","0"

"45358","8","2"

"45359","2","0"

"45365","3","0"

"45368","1","0"

"92408","4","0"

"92409","10","0"

"92413","295","36"

"92418","5","0"

"92419","8","0"

"92420","1","0"

"92422","8","0"

"92423","2","0"

"92425","11","0"

"92426","5","0"

"92436","175","52"

"92437","517","57"

"92438","62","9"

"92439","105","13"

"92440","79","13"

"92441","37","3"

"92442","71","50"

"92446","6","4"

"92492","27","0"

"92493","8","4"

"92496","11","0"

"92497","17","1"

"92498","46","14"

"92555","8","0"

"92557","9","0"

"92559","2","2"

"92560","2","0"

"92562","2","0"

"92564","7","0"

"92566","5","0"

"92568","18","1"

"92577","6","1"

"92579","2","0"

"92580","26","0"

"92581","16","1"

"92592","13","1"

"92599","1","0"

"92600","21","0"

"92603","9","2"
"92604","21","0"

"92605","19","7"

"92606","43","7"

"92608","3","2"

"92609","5","0"

"92610","13","4"

"92611","5","1"

"92612","30","0"

"92613","5","0"

"92614","2","1"

"92615","5","0"

"92616","1","0"

"92617","12","2"

"92618","2","0"

"92619","2","0"

"92628","5","0"

"92633","1","0"

"92634","1","0"

"92635","19","2"

"92636","6","0"

"92637","3","0"

"92638","1","0"

"92639","3","0"

"92640","13","0"

"92642","5","0"

"92643","17","3"

"92644","18","0"

"57704","154","64"

"9266","21","0"

"92673","34","1"

"92674","18","0"

"57752","11","2"

"57753","12","6"

"57755","7","2"

"92691","3","0"

"57768","20","2"

"57769","23","1"

"92702","4","0"

"92703","1","0"

"92713","15","2"

"92714","5","0"

"92715","2","0"

"92716","5","0"

"92717","1","0"

"57788","6","0"

"92723","54","10"

"92725","12","0"

"92727","69","0"

"92729","44","1"

"92732","1","0"

"57803","11","2"

"57805","1","0"

"57864","60","0"

"57866","3","0"

"92769","19","0"
"92770","13","9"

"92771","17","7"

"92772","22","14"

"92773","17","7"

"57900","68","3"

"92781","3","0"

"92782","3","0"

"92793","13","6"

"92797","36","15"

"92798","60","13"

"92799","41","21"

"92800","10","0"

"92803","9","1"

"92806","18","2"

"92807","20","3"

"92810","30","2"

"92821","617","11"

"92830","37","1"

"92831","11","5"

"58001","82","11"

"92845","4","4"

"58004","5","0"

"58005","15","0"

"58006","24","0"

"58007","12","0"

"58009","1","0"

"58010","3","0"

"58012","6","0"

"92857","17","3"

"9286","9","5"

"58032","110","22"

"92866","248","72"

"58035","3","0"

"92876","1","0"

"92877","1","0"

"92878","1","0"

"58064","9","0"

"92887","45","4"

"92896","28","5"

"92897","30","12"

"58081","10","0"

"58105","2","0"

"92947","77","2"

"92948","56","2"

"92949","29","1"

"92951","1","0"

"92964","2","0"

"92967","2","0"

"92968","3","1"

"92977","30","1"

"92979","91","39"

"92982","58","0"

"92990","22","1"

"92991","87","11"

"92999","28","12"
"93012","19","11"

"93013","18","10"
